item_types,weekday,time_since_person,time_of_day,current_sit_minutes,total_session_minutes,num_previous_returns,seat_now_occupied,new_person_present,label
keys,Tue,52,10.39,1,70,5,0,1,LEFT_BEHIND
"laptop,iPad,pen",Wed,46,16.43,160,196,5,1,0,OCCUPIED
"bag,earphones,keys",Fri,24,11.82,33,153,4,1,0,OCCUPIED
paper,Sun,59,17.86,100,294,0,1,1,LEFT_BEHIND
"charging-cable,keys,phone",Fri,8,20.81,162,203,1,0,1,TEMP_LEAVE
"glasses,student-id,phone",Tue,51,12.17,79,274,3,0,0,TEMP_LEAVE
"pen,book",Sat,41,15.47,199,387,2,0,1,LEFT_BEHIND
"laptop,mouse",Mon,24,9.04,154,310,3,1,1,LEFT_BEHIND
"book,paper",Tue,47,10.46,105,295,3,0,0,LEFT_BEHIND
"pen,iPad",Sat,46,20.72,74,268,1,1,0,OCCUPIED
wallet,Tue,7,9.97,75,218,0,0,1,LEFT_BEHIND
"paper,glasses,earphones,charging-cable",Fri,6,21.22,138,195,4,1,1,TEMP_LEAVE
earphones,Tue,54,18.19,134,297,3,1,1,LEFT_BEHIND
"bottle,bag,wallet,pen",Mon,18,15.96,53,131,5,1,0,OCCUPIED
"watch,paper,keys",Fri,55,11.42,12,134,4,1,0,OCCUPIED
"phone,laptop,earphones,iPad",Thu,32,18.99,137,269,0,1,1,LEFT_BEHIND
"paper,phone",Thu,53,17.98,153,170,2,0,1,TEMP_LEAVE
"mouse,glasses,pen",Thu,56,13.55,49,177,5,1,1,LEFT_BEHIND
"earphones,laptop,glasses",Sat,11,9.79,190,370,2,1,1,LEFT_BEHIND
bottle,Thu,14,15.9,132,133,3,0,1,LEFT_BEHIND
"wallet,mouse",Thu,44,21.53,137,227,2,0,1,LEFT_BEHIND
glasses,Fri,14,14.63,92,182,0,1,0,OCCUPIED
wallet,Fri,57,14.74,170,350,0,0,0,LEFT_BEHIND
"book,iPad,phone",Thu,0,14.88,63,182,3,1,0,OCCUPIED
"keys,book,bag",Fri,5,15.82,186,312,5,0,1,TEMP_LEAVE
pen,Sun,50,13.18,162,212,0,0,0,LEFT_BEHIND
laptop,Thu,32,17.3,24,219,0,1,0,OCCUPIED
"student-id,earphones",Wed,18,11.13,52,110,0,0,0,TEMP_LEAVE
"iPad,charging-cable,bag,keys",Tue,10,18.15,159,346,1,0,1,TEMP_LEAVE
"earphones,book,watch,charging-cable",Sun,48,10.66,61,212,4,0,1,TEMP_LEAVE
student-id,Sat,15,8.79,165,188,3,0,0,TEMP_LEAVE
iPad,Sun,40,9.32,6,35,0,0,0,LEFT_BEHIND
glasses,Fri,21,12.52,70,250,4,1,0,OCCUPIED
"bottle,bag,pen,paper",Mon,20,19.89,84,267,0,0,0,TEMP_LEAVE
"glasses,bottle",Thu,22,19.3,7,97,3,0,1,LEFT_BEHIND
"wallet,watch,mouse,keys",Sat,1,10.37,31,67,5,1,0,OCCUPIED
"pen,phone",Thu,31,16.25,189,356,0,0,0,LEFT_BEHIND
"book,pen,laptop,mouse",Fri,35,20.45,109,199,4,0,1,TEMP_LEAVE
"paper,laptop,phone",Mon,26,16.0,33,56,2,1,1,LEFT_BEHIND
"paper,glasses,book,bag",Sat,47,13.57,131,320,0,1,0,OCCUPIED
"earphones,pen,book,laptop",Fri,15,20.04,71,264,1,0,1,TEMP_LEAVE
"iPad,student-id,wallet",Wed,12,13.35,94,143,4,0,0,TEMP_LEAVE
"wallet,charging-cable",Thu,4,19.05,97,192,5,0,1,TEMP_LEAVE
"glasses,mouse,paper,book",Fri,20,11.89,26,90,2,1,0,OCCUPIED
wallet,Wed,22,18.73,79,163,3,1,1,LEFT_BEHIND
paper,Sat,4,20.26,3,182,2,1,0,OCCUPIED
pen,Wed,25,16.24,83,113,2,1,1,LEFT_BEHIND
"wallet,keys,book,charging-cable",Wed,19,8.24,27,139,0,1,0,OCCUPIED
book,Sat,39,18.77,179,306,1,1,0,OCCUPIED
"bag,watch,iPad,keys",Sat,13,11.64,50,91,5,1,1,TEMP_LEAVE
"laptop,keys",Wed,39,15.77,42,127,1,1,1,LEFT_BEHIND
"watch,iPad",Sat,36,13.17,186,362,4,1,0,OCCUPIED
iPad,Sun,23,19.96,119,133,2,0,0,TEMP_LEAVE
iPad,Fri,22,18.88,183,342,4,0,0,TEMP_LEAVE
mouse,Sun,12,10.65,108,254,2,0,0,LEFT_BEHIND
"bottle,earphones",Sat,21,10.88,173,298,3,0,1,TEMP_LEAVE
"bag,paper,watch",Sat,33,20.51,122,298,2,1,0,OCCUPIED
"laptop,phone,iPad,student-id",Thu,30,16.97,62,128,3,1,0,OCCUPIED
"glasses,pen,paper",Wed,21,8.47,92,212,5,0,0,LEFT_BEHIND
"earphones,bag,mouse,iPad",Sun,42,9.35,121,222,1,0,1,TEMP_LEAVE
laptop,Thu,39,13.21,156,162,1,1,1,LEFT_BEHIND
"watch,student-id,charging-cable,wallet",Fri,20,11.91,58,116,3,0,0,TEMP_LEAVE
"mouse,charging-cable",Sat,56,18.69,164,247,1,0,0,LEFT_BEHIND
"phone,watch,glasses",Sat,28,12.54,107,171,4,0,1,TEMP_LEAVE
"charging-cable,wallet,pen",Wed,6,12.39,0,121,3,0,1,TEMP_LEAVE
"student-id,paper,book",Fri,55,20.29,12,62,4,1,0,OCCUPIED
"paper,glasses",Tue,54,21.39,89,149,4,0,0,LEFT_BEHIND
"phone,keys,charging-cable,student-id",Sat,39,17.09,136,198,2,0,1,TEMP_LEAVE
"glasses,keys",Sun,26,19.34,181,336,0,1,0,OCCUPIED
"wallet,paper,mouse,keys",Sat,42,19.8,80,161,1,0,0,TEMP_LEAVE
glasses,Wed,14,19.41,49,129,0,1,1,LEFT_BEHIND
"paper,laptop,student-id",Sun,43,10.48,84,117,1,1,1,LEFT_BEHIND
"paper,glasses,phone",Thu,11,13.42,31,37,0,0,1,TEMP_LEAVE
keys,Mon,18,8.79,85,194,2,0,1,LEFT_BEHIND
"wallet,student-id,glasses,bottle",Sat,53,14.2,125,259,3,1,0,OCCUPIED
"keys,book,charging-cable,watch",Thu,56,17.41,116,224,0,1,0,OCCUPIED
"bag,iPad,book,mouse",Tue,48,11.2,124,187,1,1,1,LEFT_BEHIND
"book,phone,iPad",Tue,48,16.59,55,137,0,0,0,LEFT_BEHIND
"phone,earphones,book,paper",Mon,11,8.47,91,290,3,1,1,LEFT_BEHIND
phone,Thu,52,9.07,30,207,1,0,0,TEMP_LEAVE
"keys,phone",Wed,51,17.54,199,370,0,0,1,LEFT_BEHIND
"wallet,phone,iPad,glasses",Mon,42,14.59,31,154,0,1,0,OCCUPIED
earphones,Fri,41,20.9,105,176,0,0,0,LEFT_BEHIND
"glasses,mouse,phone,pen",Thu,59,20.75,20,120,1,1,1,LEFT_BEHIND
bag,Mon,19,20.3,51,130,1,0,0,TEMP_LEAVE
"watch,iPad,wallet",Wed,5,17.67,103,112,4,0,0,TEMP_LEAVE
"wallet,earphones,bottle",Sat,51,8.48,197,265,5,0,1,TEMP_LEAVE
"mouse,bottle,keys,charging-cable",Mon,37,9.86,113,237,0,1,0,OCCUPIED
wallet,Tue,47,17.73,137,220,3,0,1,LEFT_BEHIND
glasses,Tue,30,9.09,115,238,0,0,1,LEFT_BEHIND
"wallet,laptop,bottle",Fri,22,10.43,1,107,3,1,0,OCCUPIED
"earphones,phone,iPad,watch",Wed,42,20.16,162,274,2,1,0,OCCUPIED
"glasses,iPad,phone,mouse",Tue,11,9.86,193,220,4,0,1,TEMP_LEAVE
"bottle,mouse,charging-cable,pen",Sun,48,11.55,64,243,3,0,0,LEFT_BEHIND
"pen,keys,glasses",Wed,26,14.73,66,127,3,0,0,LEFT_BEHIND
"book,student-id,watch,paper",Wed,60,15.99,37,165,4,0,0,TEMP_LEAVE
"student-id,phone",Sun,8,15.32,126,265,0,1,0,OCCUPIED
"charging-cable,bottle,mouse,pen",Thu,59,9.12,144,301,5,0,0,LEFT_BEHIND
"bag,phone,laptop,charging-cable",Sat,31,9.6,40,194,0,1,1,LEFT_BEHIND
"pen,book",Tue,29,15.55,60,102,4,1,1,LEFT_BEHIND
"book,keys,iPad",Mon,52,21.36,195,295,3,0,0,TEMP_LEAVE
"earphones,student-id,glasses",Tue,25,9.78,194,268,4,1,1,LEFT_BEHIND
"bottle,student-id,wallet,glasses",Wed,58,9.72,106,253,3,0,0,TEMP_LEAVE
book,Wed,15,20.52,60,220,4,1,0,OCCUPIED
phone,Tue,3,16.54,184,327,3,0,0,TEMP_LEAVE
"keys,phone,student-id",Tue,28,11.03,97,269,3,0,1,TEMP_LEAVE
"iPad,keys",Mon,14,9.55,11,52,0,0,1,TEMP_LEAVE
"pen,laptop",Thu,36,18.14,123,278,5,0,0,TEMP_LEAVE
"phone,student-id,book",Sat,42,18.6,78,224,3,0,0,TEMP_LEAVE
"watch,phone",Thu,10,20.42,80,111,3,1,1,TEMP_LEAVE
pen,Sun,23,19.06,157,266,4,0,1,LEFT_BEHIND
wallet,Fri,27,14.94,43,174,4,0,0,LEFT_BEHIND
"wallet,bag,mouse",Sat,44,8.23,172,308,5,1,0,OCCUPIED
"iPad,phone,bag",Fri,23,14.69,31,186,2,0,1,TEMP_LEAVE
"keys,charging-cable,mouse,pen",Tue,36,20.91,20,181,5,0,0,LEFT_BEHIND
"iPad,bottle,book,pen",Tue,24,10.05,56,255,3,1,1,LEFT_BEHIND
"paper,watch,phone,laptop",Thu,54,16.87,9,148,2,0,0,TEMP_LEAVE
student-id,Sun,19,18.89,104,222,4,0,0,TEMP_LEAVE
"laptop,mouse",Mon,48,15.28,93,234,5,0,0,TEMP_LEAVE
book,Thu,8,16.76,184,342,0,1,0,OCCUPIED
"book,bottle",Thu,1,16.95,102,223,0,0,0,LEFT_BEHIND
"paper,keys,student-id",Tue,50,18.81,78,159,2,0,1,TEMP_LEAVE
"charging-cable,book,keys,bag",Tue,43,8.23,163,283,4,0,0,TEMP_LEAVE
"pen,iPad",Mon,37,18.88,155,282,3,0,0,TEMP_LEAVE
"iPad,watch",Wed,32,10.48,171,355,4,1,0,OCCUPIED
"bottle,watch,phone",Sun,39,20.65,138,257,5,0,1,TEMP_LEAVE
"book,wallet",Thu,57,13.0,27,29,3,0,1,LEFT_BEHIND
wallet,Mon,8,17.08,30,159,4,0,1,TEMP_LEAVE
"book,iPad,bag",Wed,45,11.92,177,192,3,1,0,OCCUPIED
bottle,Mon,19,17.82,67,250,4,0,1,LEFT_BEHIND
"earphones,watch,bag,keys",Fri,25,14.12,87,155,1,1,0,OCCUPIED
phone,Mon,0,16.89,122,241,0,0,0,OCCUPIED
"book,glasses,keys,wallet",Tue,56,11.58,141,189,0,1,0,OCCUPIED
"pen,bottle,laptop",Thu,32,8.9,22,114,2,1,1,LEFT_BEHIND
"mouse,phone,glasses,watch",Thu,27,16.16,129,204,1,1,1,LEFT_BEHIND
bottle,Sun,4,14.45,48,74,1,1,1,TEMP_LEAVE
"paper,keys,phone,wallet",Thu,55,9.63,146,338,1,0,1,TEMP_LEAVE
"student-id,paper",Mon,7,8.73,26,143,0,0,0,TEMP_LEAVE
"phone,book,iPad,paper",Tue,52,18.93,150,261,5,0,1,TEMP_LEAVE
glasses,Sat,18,13.58,106,153,3,1,0,OCCUPIED
"watch,pen",Sun,18,15.37,53,212,0,0,1,TEMP_LEAVE
glasses,Tue,20,11.67,59,184,3,0,1,LEFT_BEHIND
"bag,keys,earphones,phone",Thu,27,13.48,36,165,1,0,0,TEMP_LEAVE
student-id,Sat,57,17.73,46,95,4,0,1,TEMP_LEAVE
"book,wallet",Thu,13,14.57,59,233,4,0,0,LEFT_BEHIND
"iPad,book,bag,glasses",Mon,60,13.67,169,296,1,1,0,OCCUPIED
"bag,wallet",Tue,24,16.97,136,168,3,0,0,TEMP_LEAVE
"pen,phone",Fri,16,9.12,61,171,0,1,0,OCCUPIED
"earphones,mouse",Fri,18,20.41,25,153,3,1,1,LEFT_BEHIND
"pen,wallet,glasses,student-id",Thu,46,8.73,88,117,3,0,0,TEMP_LEAVE
"glasses,bottle,paper,earphones",Mon,30,18.65,25,199,1,0,1,TEMP_LEAVE
"bag,glasses,earphones,keys",Sun,49,21.83,106,236,1,1,1,LEFT_BEHIND
"student-id,bottle,glasses",Mon,50,10.17,113,151,2,0,1,TEMP_LEAVE
"watch,bottle,laptop",Fri,17,13.28,100,145,2,1,0,OCCUPIED
"phone,charging-cable,watch",Mon,10,8.65,84,270,4,1,0,OCCUPIED
"paper,charging-cable",Mon,55,21.88,42,180,5,0,0,LEFT_BEHIND
"phone,laptop,glasses",Sun,32,18.01,155,229,3,1,1,LEFT_BEHIND
phone,Sat,48,20.57,58,87,2,1,0,OCCUPIED
"mouse,charging-cable,paper",Tue,46,9.36,165,174,3,0,1,LEFT_BEHIND
keys,Fri,4,18.65,161,225,2,0,1,TEMP_LEAVE
"pen,wallet,laptop",Sun,54,14.56,35,160,3,1,1,LEFT_BEHIND
"glasses,iPad,pen,earphones",Wed,52,16.8,163,211,1,0,0,TEMP_LEAVE
"watch,mouse,phone,glasses",Sun,10,20.67,121,227,3,0,0,TEMP_LEAVE
"earphones,iPad,mouse,wallet",Sun,55,8.21,119,307,3,0,0,TEMP_LEAVE
"student-id,mouse",Fri,21,9.5,62,146,5,0,0,TEMP_LEAVE
"watch,laptop,charging-cable",Thu,48,16.8,22,153,2,1,1,LEFT_BEHIND
"bag,glasses,book",Sat,35,12.52,145,342,1,0,0,TEMP_LEAVE
"student-id,pen",Mon,56,15.17,16,185,2,1,0,OCCUPIED
"glasses,mouse,book",Sun,49,14.91,41,83,1,1,0,OCCUPIED
glasses,Thu,8,11.37,184,373,4,0,1,TEMP_LEAVE
"bottle,glasses,keys,charging-cable",Mon,1,8.19,190,338,1,1,1,TEMP_LEAVE
"earphones,book",Fri,52,18.82,63,258,1,0,0,LEFT_BEHIND
"laptop,paper,earphones,keys",Wed,47,20.02,49,166,5,1,0,OCCUPIED
"book,wallet,student-id,phone",Wed,14,15.39,98,135,0,1,0,OCCUPIED
iPad,Fri,49,20.48,152,200,1,1,1,LEFT_BEHIND
"earphones,iPad,mouse",Thu,56,15.66,133,322,2,1,1,LEFT_BEHIND
"student-id,paper,laptop,book",Tue,50,21.34,146,288,0,1,0,OCCUPIED
watch,Fri,21,18.75,56,186,5,0,0,TEMP_LEAVE
pen,Sat,12,21.82,29,83,3,1,0,OCCUPIED
"laptop,bottle",Thu,56,8.97,33,164,2,1,0,OCCUPIED
"paper,student-id,charging-cable",Mon,54,8.65,160,358,2,0,0,TEMP_LEAVE
keys,Thu,5,8.98,34,160,2,1,1,TEMP_LEAVE
"mouse,phone,bottle,student-id",Sun,12,18.21,106,108,3,0,1,TEMP_LEAVE
"wallet,book,laptop,student-id",Tue,28,21.0,188,273,1,0,0,TEMP_LEAVE
"bottle,glasses",Mon,25,18.45,50,237,2,0,0,LEFT_BEHIND
"watch,phone,pen",Tue,31,21.82,192,206,4,1,1,LEFT_BEHIND
"watch,student-id,paper,pen",Thu,32,19.12,80,221,2,0,0,TEMP_LEAVE
"laptop,watch,glasses,wallet",Sat,35,9.56,9,11,3,0,0,TEMP_LEAVE
"charging-cable,book",Thu,41,17.13,199,345,1,0,0,LEFT_BEHIND
"phone,iPad,laptop",Thu,3,19.27,89,267,1,1,0,OCCUPIED
"book,iPad",Mon,7,17.18,153,270,0,1,0,OCCUPIED
charging-cable,Sun,30,21.27,60,145,4,1,1,LEFT_BEHIND
"charging-cable,glasses",Mon,52,9.14,10,174,1,1,1,LEFT_BEHIND
bag,Wed,35,15.83,111,144,0,0,0,LEFT_BEHIND
"laptop,glasses",Wed,56,10.85,139,329,4,0,1,TEMP_LEAVE
paper,Thu,2,18.39,176,278,3,0,0,TEMP_LEAVE
mouse,Wed,44,10.62,197,264,5,0,1,LEFT_BEHIND
"bag,paper",Sat,38,20.32,56,254,3,0,0,TEMP_LEAVE
"mouse,paper,bag,wallet",Sun,22,11.72,89,140,2,1,1,LEFT_BEHIND
wallet,Wed,12,19.48,9,131,5,1,0,OCCUPIED
"pen,earphones,bag,student-id",Thu,15,14.74,51,228,2,0,1,TEMP_LEAVE
"wallet,iPad",Sat,59,13.07,111,155,0,0,0,LEFT_BEHIND
phone,Sun,34,9.86,141,309,3,0,1,TEMP_LEAVE
"keys,earphones",Sun,22,8.03,132,189,4,0,0,TEMP_LEAVE
charging-cable,Fri,32,10.76,191,353,2,1,0,OCCUPIED
"mouse,student-id",Thu,9,21.97,119,162,3,0,0,TEMP_LEAVE
"glasses,earphones,paper",Fri,32,17.76,74,243,5,1,0,OCCUPIED
bag,Mon,47,12.37,110,293,5,1,0,OCCUPIED
"glasses,paper,mouse",Mon,22,19.0,166,247,3,1,1,LEFT_BEHIND
"iPad,earphones,charging-cable,mouse",Sun,28,11.44,26,184,0,0,1,LEFT_BEHIND
"watch,earphones,keys",Fri,24,11.48,185,235,1,1,1,LEFT_BEHIND
"keys,wallet,watch,charging-cable",Wed,37,15.91,122,285,1,0,0,TEMP_LEAVE
book,Sat,43,10.68,53,239,4,0,0,LEFT_BEHIND
"book,paper,watch,mouse",Mon,25,9.31,190,344,2,0,1,TEMP_LEAVE
"book,bag,earphones",Wed,30,21.49,152,240,2,0,1,TEMP_LEAVE
"mouse,book,phone",Tue,19,18.81,159,331,3,1,1,LEFT_BEHIND
"laptop,mouse,student-id,charging-cable",Sun,15,21.34,105,116,5,1,0,OCCUPIED
"student-id,earphones",Sat,38,14.19,177,346,1,0,0,TEMP_LEAVE
"wallet,mouse",Fri,27,10.11,70,76,2,1,1,LEFT_BEHIND
"charging-cable,glasses",Sat,45,20.82,45,153,0,0,1,LEFT_BEHIND
"watch,charging-cable,laptop,mouse",Wed,40,17.21,146,242,1,1,1,LEFT_BEHIND
bag,Fri,55,21.28,163,326,0,1,0,OCCUPIED
"iPad,mouse,book,glasses",Sat,60,16.71,110,114,0,0,0,LEFT_BEHIND
"wallet,paper,watch,earphones",Tue,39,17.42,167,356,2,0,0,TEMP_LEAVE
"laptop,bottle,earphones",Mon,17,12.51,104,288,0,0,1,TEMP_LEAVE
bottle,Sat,27,13.95,4,15,5,1,0,OCCUPIED
paper,Wed,3,13.73,28,111,1,1,1,TEMP_LEAVE
"laptop,keys",Wed,50,16.99,126,164,0,1,1,LEFT_BEHIND
"keys,phone,earphones,mouse",Sun,17,8.6,14,137,5,0,0,TEMP_LEAVE
"book,mouse,wallet",Sun,44,9.44,197,263,4,0,1,LEFT_BEHIND
keys,Mon,1,10.34,82,257,1,1,0,OCCUPIED
"mouse,paper,charging-cable,phone",Mon,58,15.24,172,282,1,1,1,LEFT_BEHIND
"book,bottle,phone,wallet",Fri,10,17.19,56,201,3,0,0,TEMP_LEAVE
earphones,Sat,35,13.89,68,135,3,1,1,LEFT_BEHIND
charging-cable,Tue,30,8.29,63,135,4,0,1,LEFT_BEHIND
"mouse,laptop,pen,wallet",Tue,0,16.49,33,149,3,0,0,OCCUPIED
"bottle,book,bag,student-id",Thu,35,18.24,87,243,4,0,0,TEMP_LEAVE
watch,Mon,56,19.55,24,76,4,0,0,TEMP_LEAVE
"pen,glasses,bag",Thu,22,13.74,23,118,1,1,1,LEFT_BEHIND
"bottle,pen",Fri,25,20.22,27,171,4,1,0,OCCUPIED
phone,Wed,16,17.01,129,172,1,1,1,LEFT_BEHIND
"paper,wallet,pen,phone",Mon,52,15.7,174,174,4,1,0,OCCUPIED
watch,Tue,2,15.42,169,304,1,1,1,TEMP_LEAVE
"wallet,bottle,paper,iPad",Wed,41,21.65,181,288,2,0,0,TEMP_LEAVE
mouse,Thu,12,10.42,48,55,5,0,1,LEFT_BEHIND
glasses,Tue,14,19.95,166,333,0,1,1,LEFT_BEHIND
"student-id,watch,bottle,glasses",Sun,7,15.37,44,46,2,0,0,TEMP_LEAVE
"paper,bottle,student-id",Fri,57,10.19,49,105,4,0,0,TEMP_LEAVE
"watch,laptop",Sun,48,16.43,162,344,5,1,1,LEFT_BEHIND
"charging-cable,mouse",Sat,45,17.67,191,256,2,0,0,LEFT_BEHIND
"glasses,phone,bottle",Fri,27,16.94,57,86,1,1,0,OCCUPIED
"glasses,laptop,charging-cable",Thu,13,11.75,150,238,4,0,0,TEMP_LEAVE
"bottle,pen,earphones",Sat,45,9.91,131,164,4,0,0,TEMP_LEAVE
"bag,glasses,laptop",Thu,44,12.93,91,144,0,0,1,LEFT_BEHIND
charging-cable,Wed,60,17.47,154,255,5,1,1,LEFT_BEHIND
phone,Sun,27,18.8,63,193,2,0,0,TEMP_LEAVE
bag,Sat,39,18.5,194,196,1,1,0,OCCUPIED
"iPad,glasses",Tue,52,16.71,63,218,0,1,1,LEFT_BEHIND
"wallet,paper",Tue,45,18.2,67,165,0,1,1,LEFT_BEHIND
"paper,student-id",Thu,54,17.12,185,362,4,1,1,LEFT_BEHIND
"pen,bag",Wed,28,18.0,2,178,0,1,1,LEFT_BEHIND
"phone,bottle,wallet,charging-cable",Mon,22,12.13,45,125,2,1,1,LEFT_BEHIND
"pen,iPad,student-id,mouse",Fri,7,9.17,91,161,2,1,0,OCCUPIED
"book,charging-cable,pen,bottle",Tue,24,17.47,182,248,5,1,1,LEFT_BEHIND
"wallet,charging-cable,paper,mouse",Tue,21,16.3,149,193,2,0,0,LEFT_BEHIND
"bottle,glasses",Tue,37,19.15,21,144,2,1,1,LEFT_BEHIND
"phone,keys,watch,laptop",Wed,39,8.82,199,201,3,1,0,OCCUPIED
"pen,bottle",Tue,49,19.09,157,192,2,1,1,LEFT_BEHIND
"phone,iPad,bottle,earphones",Sun,10,16.88,6,68,2,1,0,OCCUPIED
"student-id,laptop",Wed,18,9.54,41,110,4,1,1,TEMP_LEAVE
"book,mouse,phone,pen",Mon,40,10.36,55,186,3,1,1,LEFT_BEHIND
charging-cable,Tue,2,11.39,106,115,2,1,1,TEMP_LEAVE
"keys,earphones",Sat,3,21.57,166,304,2,0,0,TEMP_LEAVE
"charging-cable,earphones",Wed,8,16.08,9,176,0,1,0,OCCUPIED
"bag,book,keys",Wed,42,14.25,59,155,5,1,0,OCCUPIED
"pen,mouse,keys",Sun,23,14.58,102,215,3,1,1,LEFT_BEHIND
wallet,Thu,37,19.57,175,363,4,1,1,LEFT_BEHIND
"watch,mouse",Wed,33,18.07,197,347,3,1,0,OCCUPIED
earphones,Tue,41,12.19,74,205,4,1,1,LEFT_BEHIND
"mouse,wallet,earphones,keys",Thu,57,9.66,101,118,3,0,1,TEMP_LEAVE
iPad,Tue,10,13.9,161,251,0,1,0,OCCUPIED
"iPad,glasses,laptop,paper",Wed,54,14.32,85,188,2,0,0,TEMP_LEAVE
"glasses,student-id,iPad",Mon,45,17.54,101,301,1,0,0,TEMP_LEAVE
"keys,earphones",Wed,30,19.19,94,218,5,0,0,TEMP_LEAVE
"bottle,charging-cable,phone",Fri,42,18.77,17,111,1,1,1,LEFT_BEHIND
"book,mouse",Thu,1,11.76,156,340,5,1,0,OCCUPIED
bottle,Sun,44,19.19,106,276,1,1,1,LEFT_BEHIND
"earphones,mouse,watch,charging-cable",Sun,6,16.77,184,198,5,1,0,OCCUPIED
"paper,bottle,watch",Mon,35,21.24,92,206,4,1,0,OCCUPIED
mouse,Wed,52,17.26,0,117,3,0,1,LEFT_BEHIND
"bottle,glasses",Mon,47,18.98,34,150,4,1,1,LEFT_BEHIND
"watch,bag,pen",Sun,22,20.8,101,284,0,0,0,TEMP_LEAVE
"charging-cable,pen",Fri,26,12.91,73,268,5,1,0,OCCUPIED
"glasses,earphones,iPad,paper",Tue,14,21.24,137,279,2,1,1,LEFT_BEHIND
"laptop,bag,watch",Thu,30,11.03,25,73,0,0,1,LEFT_BEHIND
"watch,paper,book",Mon,18,16.81,78,100,3,0,0,TEMP_LEAVE
"earphones,glasses,book",Sat,6,14.13,2,11,2,1,0,OCCUPIED
"keys,charging-cable,laptop",Sun,47,9.18,92,131,3,0,1,TEMP_LEAVE
keys,Sun,21,18.19,110,115,4,0,1,LEFT_BEHIND
"earphones,charging-cable",Mon,57,17.18,22,184,4,1,0,OCCUPIED
"bottle,mouse",Thu,14,16.42,82,144,1,0,0,LEFT_BEHIND
pen,Sun,12,20.45,129,300,1,1,1,LEFT_BEHIND
"keys,bottle,laptop,iPad",Thu,17,9.69,187,314,2,0,0,TEMP_LEAVE
"iPad,bag,wallet,student-id",Fri,1,19.98,144,321,1,1,1,TEMP_LEAVE
"bag,paper,student-id",Sun,45,16.01,55,146,5,1,0,OCCUPIED
"book,mouse,glasses,wallet",Thu,55,16.13,123,202,2,1,1,LEFT_BEHIND
"mouse,wallet,student-id,glasses",Sat,49,18.73,1,68,1,0,0,TEMP_LEAVE
"phone,bag,charging-cable",Tue,32,17.84,144,312,3,0,0,TEMP_LEAVE
"wallet,charging-cable,bottle",Sun,42,17.32,114,208,2,0,0,TEMP_LEAVE
"bottle,wallet,phone",Sun,51,13.65,88,265,3,1,1,LEFT_BEHIND
"bottle,mouse,keys",Sat,50,12.09,3,130,1,1,1,LEFT_BEHIND
mouse,Wed,6,16.41,44,239,2,0,1,TEMP_LEAVE
"earphones,charging-cable",Thu,36,21.01,179,352,5,0,0,LEFT_BEHIND
"keys,earphones,paper",Tue,2,15.86,104,224,0,1,1,LEFT_BEHIND
"earphones,charging-cable",Wed,32,8.67,12,17,5,1,0,OCCUPIED
"laptop,student-id,phone",Fri,43,14.68,173,197,1,1,1,LEFT_BEHIND
student-id,Sun,8,13.03,107,257,2,0,0,TEMP_LEAVE
"bottle,earphones,mouse,bag",Sat,57,16.49,87,149,4,1,1,LEFT_BEHIND
"bag,glasses,keys,mouse",Mon,44,15.08,171,341,5,1,1,LEFT_BEHIND
book,Wed,31,14.28,55,123,1,1,1,LEFT_BEHIND
bottle,Tue,11,15.25,102,273,5,1,0,OCCUPIED
"charging-cable,bottle",Fri,18,13.08,166,314,3,1,1,LEFT_BEHIND
"laptop,phone",Thu,57,21.58,87,187,4,0,1,TEMP_LEAVE
laptop,Sun,14,20.65,90,188,5,1,1,LEFT_BEHIND
"glasses,watch,laptop,pen",Thu,53,11.36,17,152,1,0,0,TEMP_LEAVE
"student-id,pen",Sun,33,12.48,46,98,5,0,0,TEMP_LEAVE
"phone,iPad,student-id",Mon,26,9.71,142,148,3,1,0,OCCUPIED
"earphones,phone,glasses,wallet",Tue,38,9.14,39,60,3,1,1,LEFT_BEHIND
"pen,keys,iPad",Wed,28,10.94,97,105,2,0,0,TEMP_LEAVE
"mouse,watch,glasses",Tue,20,18.54,63,136,0,1,0,OCCUPIED
"paper,laptop,wallet,bottle",Sat,55,10.72,60,162,5,1,0,OCCUPIED
"bottle,phone,pen",Sun,45,16.47,23,167,5,0,0,TEMP_LEAVE
"phone,bottle,laptop,earphones",Wed,24,18.05,84,87,0,0,0,TEMP_LEAVE
"phone,bottle,watch",Mon,23,17.9,160,254,4,0,1,TEMP_LEAVE
"paper,wallet,keys",Thu,44,16.56,106,134,4,0,1,TEMP_LEAVE
"charging-cable,earphones",Sat,13,13.49,168,221,0,1,0,OCCUPIED
glasses,Wed,7,11.46,176,258,0,0,1,LEFT_BEHIND
book,Mon,52,15.32,192,388,3,1,1,LEFT_BEHIND
"iPad,paper",Wed,26,16.31,151,320,2,1,1,LEFT_BEHIND
"laptop,mouse",Tue,38,9.01,188,207,4,0,1,TEMP_LEAVE
"bag,bottle,glasses",Sun,39,18.75,188,346,1,0,1,TEMP_LEAVE
"charging-cable,mouse,laptop",Sat,52,19.89,200,380,3,1,1,LEFT_BEHIND
glasses,Fri,30,20.89,110,226,4,0,0,LEFT_BEHIND
"glasses,charging-cable",Mon,49,9.7,25,109,4,1,1,LEFT_BEHIND
"paper,phone,charging-cable",Wed,7,18.33,127,215,0,1,1,LEFT_BEHIND
